report-key|report-url|accidnet-classification|location|mine-type|mine-controller|mined-mineral|incident-date|location-processed|state|f-p-desc-of-accident
/data-reports/fatality-reports/2019/july-31-2019-fatality|https://www.msha.gov/data-reports/fatality-reports/2019/july-31-2019-fatality|Ignition or Explosion of Gas or Dust|Paradise #9, Muhlenberg County,  KY|Coal|Robert E Murray|Coal (Bituminous)|2019-07-31T00:00:00-04:00|KY|Kentucky|
/data-reports/fatality-reports/2019/july-17-2019-fatality|https://www.msha.gov/data-reports/fatality-reports/2019/july-17-2019-fatality|Machinery|Northeast Aggregate Corporation, Franklin County,  VT|Metal and Non-Metal|Marie Charbonneau|Crushed  Broken Stone NEC|2019-07-17T08:22:00-04:00|VT|Vermont|on july 15, 2019, ryan charbonneau attempted to remove the hammer from the excavator before using it to remove the old motor from the portable jaw crusher work platform.  he was unable to disengage the hammer from the excavator’s quick coupler and decided to leave the hammer attached to the excavator.  the excavator was used to break oversize rocks in the quarry up until the time of the accident.on july 17, 2019, robert root, equipment operator; theodore s. gilman, quarry manager; paul tipper, equipment operator; and gary l. mcallister, equipment operator, arrived at 7:00 a.m. for the morning shift.  tipper began operating the excavator and noticed there was a hydraulic oil leak in the mechanism that latched the hammer to the quick coupler.  tipper notified gilman of the leak, and gilman and mcallister examined the equipment. they were unable to find the cause and location of the hydraulic oil leak.  to prevent further leakage, gilman removed the two hydraulic oil hoses connected to the quick coupler latching mechanism and load-locking valve arrangement.  gilman then covered (capped) the two ports on the load-locking valve arrangement of the quick coupler and the two hydraulic supply ports on the excavator boom.at approximately 10:45 a.m., charbonneau arrived at the mine site and gilman and mcallister informed him that the hydraulic ports had been capped.  he spoke with gilman and mcallister about the decision to cap the hydraulic ports.  the three men examined the latching mechanism before deciding to proceed. mcallister moved the excavator from the quarry to the crusher and informed root that the hydraulic ports had been capped.  root then began operating the excavator.charbonneau and mcallister walked to the crusher work platform to guide the excavator into position to remove the old motor.  charbonneau was standing next to the crusher booth on the east side of the platform.  mcallister was standing on the west side of the platform, just above the crusher flywheel (see appendix a).  root began to position the excavator’s boom and hammer while charbonneau and mcallister directed him with hand signals.  charbonneau was standing below the hammer, which was approximately 7.5 feet above the work platform.  when root rotated the hammer to the horizontal position, the hammer fell from the quick coupler, striking charbonneau in the head, knocking him down, and pinning him to the work platform.mcallister yelled for help.  gilman, who was returning from parking his truck, grabbed a chain and used it to attach the hammer to the excavator boom.  root used the excavator to lift the hammer off of charbonneau.  miners were not able to completely remove charbonneau from under the hammer until additional equipment was brought to the site.  the additional equipment was needed because the excavator did not have the lifting capacity due to the loss of hydraulic oil.at approximately 11:55 a.m., gilman called 911 and requested medical assistance.  at 12:03 p.m., emergency medical crews arrived at the mine site, and at 12:13 p.m., steven stryker, amcare ambulance paramedic, pronounced the victim dead do to extensive trauma.
/data-reports/fatality-reports/2019/june-24-2019-fatality|https://www.msha.gov/data-reports/fatality-reports/2019/june-24-2019-fatality|Powered Haulage|East Sand Plant, Oklahoma County,  OK|Metal and Non-Metal|Dolese Brothers Company|Sand, Common|2019-06-24T00:00:00-04:00|OK|Oklahoma|on june 24, 2019, at 7:00 a.m., northwest employees witte; madison mcdonald, crane operator; charles morgan, rigger; alan ventris, rigger; and travis vowell, field supervisor, arrived at the mine site.  dolese contracted northwest to remove a dredge from a pond at east sand plant and relocate it to another dolese property.  northwest utilized two liebherr all-terrain cranes to remove the dredge; one crane was a 120-ton and the other was a 300-ton. northwest safely removed the dredge from the pond, loaded it onto a truck and transported the dredge off the mine site.upon removal of the dredge, northwest employees prepared to move their equipment from the mine site.  they removed counter weights, spreader bars, steel pads, and other rigging materials from each crane and put them on two rigging trucks.around 2:00 p.m., ventris attempted to drive the first rigging truck out of the work area with a load of materials from the 120-ton crane, but it became stuck in the sand.  dolese provided a caterpillar d6r bulldozer and operator jason wise, leadman, to assist in pulling out the rigging truck.  witte and mcdonald attached the rigging truck to the bulldozer with a 1-3/8-inch towing cable measuring 35-feet long.  wise towed the rigging truck up an incline to solid ground, mcdonald disconnected the cable and ventris parked the first rigging truck. morgan operated the second rigging truck loaded with equipment from the 300-ton crane.  witte and mcdonald assisted in connecting the tow cable from the bulldozer to the rigging truck.  the miners were unable to communicate by radio and relied on hand signals only.  witte flagged the bulldozer operator and the rigging truck operator until the cable became taut between the two pieces of equipment.  mcdonald returned to the 120-ton crane, which was parked nearby, to drive it out behind the rigging truck.  the bulldozer began to tow the rigging truck up the incline. the victim was walking parallel with the truck approximately 20 feet away, according to morgan.  after the rigging truck traveled approximately 30 feet, morgan saw witte walking toward the driver side of the truck, approaching within five feet.  that was the last time anyone saw witte until mcdonald observed him lying on the ground.  the victim was run over after he approached the side of the rigging truck’s cab as the truck was being pulled.  mcdonald called over his radio to morgan to stop the tow and morgan hand signaled for wise to stop.  alliance health midwest ambulance arrived on site at approximately 3:30 p.m.   ryan weaver, primary patient caregiver, documented upon arrival that the victim was deceased.
/data-reports/fatality-reports/2019/june-10-2019-fatality|https://www.msha.gov/data-reports/fatality-reports/2019/june-10-2019-fatality|Powered Haulage|River Road Quarry, Davidson County,  TN|Metal and Non-Metal|Vulcan Materials Company|Crushed, Broken Limestone NEC|2019-06-10T00:00:00-04:00|TN|Tennessee|on june 10, 2019, sawasky arrived at the mine site at 6:00 a.m., to continue installing electrical lines for a new plant.  premier’s foreman, greg turcotte, met with sawasky and travis hegemann, journeyman electrician, to conduct the morning safety briefing and discuss the day’s tasks.  the three men walked over to a trench for electrical lines, to see the impact of a recent rain event.turcotte determined the trench was too muddy to work safely, so he coordinated with joseph peters, plant manager, to remove the mud.  peters used an excavator to clear the mud from the trench.  he also placed a six-by-two-foot concrete block at the head of the trench to serve as a mounting structure for an electrical junction box.  before leaving the area, turcotte coordinated with peters to replace the mud with crushed rock.  turcotte then left the mine site to obtain additional construction material.  bruce batson, maintenance/equipment operator, delivered approximately half a bucket of crushed stone using a caterpillar 980h front-end loader.  he put some stone into the trench and dumped the remainder along the trench for later placement.hegemann coordinated with peters to bring an additional four loads of crusher fines to the trench to use as bedding for the conduit.  peters operated a wacker neuson wl36 front-end loader to deliver the crusher fines from a nearby stockpile.  a pile of crushed rock, other materials, and equipment in front of and adjacent to the trench impeded peters’ approach to the trench.  peters had to approach the trench at about a 30-degree angle and then turn to the right, which placed the bucket of the front-end loader parallel to the trench (see appendix a).hegemann acted as a spotter for peters when he dumped the first three buckets of crusher fines into the trench.  after peters dumped the third bucket of crusher fines, hegemann got in the trench to mount steel struts to the concrete block for the junction box.  sawasky stood next to him, assisting.  hegemann was not spotting when peters delivered the fourth load.at approximately 11:10 a.m., as peters was preparing to dump the fourth load, the right-front wheel of the front-end loader went over the edge and into the trench.  peters yelled out a warning and hegemann jumped back out of the way.  the front-end loader rolled and slid down into the trench, with its bumper coming to rest on the concrete block.hegemann watched peters climb out of the front-end loader cab and then turned to see that sawasky was pinned between the front-end loader and the concrete block.  hegemann called to turcotte, who had returned to the site, to call 911.  he then climbed to the top of the block and tried to speak to sawasky, who was not responsive.peters assisted emergency medical services by using a large excavator to lift the fallen front-end loader to free sawasky at 11:25 a.m.  kelli derleth, medicolegal death investigator, examined sawasky and pronounced him dead at 12:06 p.m. 
/data-reports/fatality-reports/2019/may-22-2019-fatality|https://www.msha.gov/data-reports/fatality-reports/2019/may-22-2019-fatality|Fall of Face, Rib, Side or Highwall|CVB No 1, Harlan County,  KY|Coal|Joseph T Bennett|Coal (Bituminous)|2019-05-22T00:00:00-04:00|KY|Kentucky|on wednesday, may 22, 2019, at approximately 2:00 p.m., the second shift coal production crew traveled to the 002 mmu to begin work, arriving at approximately 2:50 p.m.  along with north, the crew consisted of a foreman, an electrician, two shuttle car operators, four roof bolters and a scoop operator.following pre-operational checks, the crew began production in the no. 3 left crosscut at approximately 3:40 p.m. (see appendix a).  north began to tram the mining machine uphill in wet and muddy conditions, in which it became stuck from approximately 4:40 p.m. to 5:40 p.m.  at approximately 5:40 p.m., after completing the initial left hand lift cut, crew members prepared to reposition the mining machine for a right hand lift cut.  shuttle car operator jonathan dean moved his shuttle car out of the way and north backed up the continuous mining machine.at approximately 6:10 p.m., north was moving the continuous mining machine’s power cable near the corner of the pillar when a portion of the coal/rock rib fell on him, pinning him to the mine floor.  dean, who witnessed the accident, rushed to north and called out for help.  other crew members ran to the scene.  scoop operator jonathan holbrook stabilized north’s head while shuttle car operators carl collett and jonathan dean and roof bolters austin vannatter and charles england worked to free him from under the rock.  north was responsive and communicated that his leg and hip hurt.once north was freed, section foreman howard p. huskey directed dean to go to the section power center to call outside and get first aid supplies.  at the power center, dean called david eldridge, security officer, to alert him of the accident and request an ambulance.  eldridge contacted thomas loving of human resources and loving called 911, the department of labor national contact center (dol contact center), and the kentucky division of mine safety (kdms). dean also called mine foreman tommy vannatter who was on the 001 mmu at the time of the accident.  t. vannatter immediately went to help transport north to the surface.when dean returned to the accident scene, he moved his shuttle car to clear the way for huskey to pull in with the personnel carrier.  the crew placed north on the backboard and into the carrier and transported him to the surface.  north never lost consciousness during this time.after arriving on the surface at 7:08 p.m., north was transferred to medical personnel with lifeguard ambulance service, who transported him about two miles to a designated landing zone.  at 7:30 p.m., he was flown by airmedcare to the johnson city medical center in johnson city, tennessee.  north underwent several surgical procedures at the medical center, and died of complications from his injuries on may 30, 2019.  
/data-reports/fatality-reports/2019/may-18-2019-fatality|https://www.msha.gov/data-reports/fatality-reports/2019/may-18-2019-fatality|Powered Haulage|West Amarillo Sand & Gravel , Oldham County, Texas|Metal and Non-Metal|Rogers Group Inc|Construction Sand and Gravel|2019-05-18T00:00:00-04:00|Texas|Texas|on may 18, 2019, ramirez arrived at the mine site at approximately 6:50 a.m., and started the main plant at approximately 7:54 a.m.  at approximately 12:45 p.m., ramirez shut down the plant to unplug a sand line and re-started it at approximately 2:48 p.m.  at approximately 3:00 p.m., lance aaron, foreman, was at the main plant motor control center with ramirez.  at 3:29 p.m., aaron received a phone call regarding an unrelated business matter and left the area.  during the time aaron was away, ramirez used the snorkel tb-60d7 personnel lift to access the cone crusher feed box to free a blockage.at approximately 3:36 p.m., while aaron was returning to the plant, he received a radio call from ramirez asking him to start the belt.  aaron approached the area to start the belt and witnessed ramirez falling from the basket.  aaron proceeded immediately to ramirez, checked for a pulse, and called 911.  brandy williams, haul truck driver, was near the plant dump hopper at the time of the accident.  she witnessed ramirez inside the basket backing away from the plant and then saw ramirez falling in an inverted position from the basket. oldham county sheriff’s office deputy and boys ranch emergency medical services arrived at 3:58 p.m.  kristi o’malley, oldham county’s justice of the peace, arrived and pronounced the victim dead at 4:25 p.m.
/data-reports/fatality-reports/2019/may-13-2019-fatality|https://www.msha.gov/data-reports/fatality-reports/2019/may-13-2019-fatality|Machinery|MILLSTONE QUARRY, Oglethorpe County,  GA|Metal and Non-Metal|Robert E Paul|Dimension Granite|2019-05-13T00:00:00-04:00|GA|Georgia|on may 13, 2019, danny roth, victim, arrived at the mine site at approximately 6:00 a.m. he instructed the miners in the tasks to be performed for the day and performed his regular duties as superintendent.later that morning, roth went to the top of the highwall to operate the crane, which was located approximately ten feet from the highwall edge. he used the crane to remove various tools and equipment from the quarry.  according to fernando sigale, flagman, roth’s operation of the crane was normal and routine.  roth began to lift the first piece of granite between 11:15 a.m. and 11:30 a.m. the procedure was normal until the granite cleared the top of the highwall, at which time the crane boom began lowering.  sigale yelled at roth but did not get a response.  as the boom lowered with its 15-ton load, the crane began to tip over. sigale said roth grabbed each side of the window frame and was looking straight ahead as the crane tipped over and fell into the quarry approximately 80 to 85 feet below. at the time of the accident, david streetman, blue ridge quarry foreman, was loading a truck approximately 50 yards away.  he did not witness the crane go over the highwall but heard the resulting crash.  shane robertson, eagles danburg quarry-site 2 foreman, was helping diamond saw a block of granite at the north end of the quarry, approximately 200 to 250 feet from the crash site, and witnessed the crane fall from the highwall.  he saw the crane complete a 360° roll before it landed on its wheels.kyle burden, drill helper who was trained in first-aid, arrived on scene and checked roth for a pulse but did not find one.  burden observed severe lacerations on roth’s left side and right hand.  robertson called 911 at 11:31 a.m., and burden remained at the scene until emergency medical services arrived.  roth was pronounced dead at the mine site by howard sanders, ogelthrope county coroner, at 11:45 a.m.  the cause of death was extensive trauma.
/data-reports/fatality-reports/2019/march-7-2019-fatality-0|https://www.msha.gov/data-reports/fatality-reports/2019/march-7-2019-fatality-0|Machinery|South Fork Coal Co LLC  HWM 61	, Greenbrier County, West Virginia |Coal|White Forest Resources Inc|Coal (Bituminous)|2019-03-07T00:00:00-05:00|WestVirginia|WestVirginia|on thursday, march 7, 2019, the day shift began at 6:00 a.m.  the hole being mined was completed between 11:30 a.m. and 12:00 p.m., after it was mined to a depth of 560 feet.  miners then began removing the underground components of the highwall mining machine.  adam p. deboard parked his front-end loader and came to the highwall mining machine to assist.  deboard shoveled mud from the rails, located beside the chain, after each push beam was removed (see appendix a).  at approximately 1:30 p.m., while standing near the push beam holder (holder) on the side of the machine, deboard’s head was caught between the 14th push beam being removed and a stationary metal support post.  wade nichols, foreman/operator, witnessed deboard fall and he immediately pressed the emergency stop button to de-energize the machine.nichols instructed john livesay, fork loader operator, to get an emergency medical technician (emt).  livesay traveled just outside the highwall mining machine pit where josh bragg, electrician, and richie milam, maintenance superintendent/emt, were servicing a gasoline welder.  livesay informed milam that an accident had occurred at the highwall mining machine and he was needed there immediately.  when milam arrived at the accident scene, he instructed mark chapman, padman, to get first-aid supplies.  nichols and milam positioned deboard on his back and assessed his vital signs.  nichols and milam did not find a pulse so they began to administer cardiopulmonary resuscitation (cpr).  livesay notified josh sturgill, mine superintendent, of the accident.  sturgill dispatched four additional emts from the blue knob surface mine to the accident scene.  they were:  frankie phares and ray kincaid, truck drivers; david brown, bulldozer operator; and markie holcomb, front-end loader operator.redi-care ambulance service from craigsville, west virginia arrived at the accident scene at 2:02 p.m., and took control of care of deboard.  redi-care personnel ruled deboard to be in traumatic cardiac arrest and contacted dr. jerry edwards at medbase.  dr. edwards gave 2:44 p.m. as a time of death and deboard was transported to greenbrier valley medical center in ronceverte, west virginia.
/data-reports/fatality-reports/2019/march-7-2019-fatality|https://www.msha.gov/data-reports/fatality-reports/2019/march-7-2019-fatality|Slip or Fall of Person|Balcones Quarry, Comal County,  TX|Metal and Non-Metal|Cemex S A|Crushed, Broken Limestone NEC|2019-03-07T00:00:00-05:00|TX|Texas|on march 6, 2019, at approximately 8:33 p.m., jose antonio jaime, balcones quarry maintenance leadman, began repair work on the north log washer.  at around 12:35 a.m. on march 7, leroy vallejo, balcones quarry maintenance supervisor/leadman, instructed jesus rene dominguez (robben’s maintenance employee/victim) and jesus lopez dominguez (robben’s maintenance employee) to assist jaime in replacing the drive belts on the log washer.  dominguez, lopez dominguez and jaime accessed the 12-foot high top of the log washer several times during the repair.  an in-house surveillance video showed that dominguez wore fall protection during part of the operation but removed it at 2:44 a.m. jaime and lopez dominguez did not wear fall protection at any time.by 3:27 a.m., they had installed the replacement belts and dominguez was tightening bolts to secure the drive motor that was on the top of the log washer.  as he tightened one of the bolts, his wrench slipped, causing him to lose his balance.  he stumbled backwards and fell through a narrow gap between the north and south log washers, striking a handrail before landing on an electrical cable tray. jaime and lopez dominguez descended and found dominguez standing on an electrical cable tray adjacent to a walkway.  he was complaining of chest and abdominal pain.jaime notified armando chavez sr., balcones quarry superintendent, of the accident while lopez dominguez told dominguez to lay down on the cable tray until help arrived.  chavez arrived at the accident scene and called 911, then went to one of the mine entrances to escort emergency responders to the accident scene.  new braunfels fire department (ems) arrived at 3:54 a.m. and, with assistance of the miners, moved dominguez to an ambulance and transported him to brooks army medical center in san antonio, texas.  dominguez was pronounced dead at 6:12 a.m. by shawn c. nessen, col mc primary surgeon. 
/data-reports/fatality-reports/2019/march-6-2019-fatality|https://www.msha.gov/data-reports/fatality-reports/2019/march-6-2019-fatality|Machinery|TYRONE MINE, Grant County,  NM|Metal and Non-Metal|Freeport-McMoRan Inc|Copper Ore NEC|2019-03-06T00:00:00-05:00|NM|New Mexico|on march 6, 2019, at 7:30 a.m., komatsu employees timothy rivers, mechanic/victim; ralph begay, field service technician; and james jarrett, master field service technician, arrived at the mine site to work on the no. 24 shovel.  after a safety meeting, komatsu employee ryan thygerson, lead man, assigned various tasks to rivers, begay and jarrett to prepare to lift the no. 24 shovel using four bottle jacks.at 10:00 a.m., rivers, begay, jarrett, and thygerson prepared the pump system and began the process of raising the bottle jacks into position.  the pumping system applied pressure to the bottle jacks.  however, the bottle jacks did not move, the gauges on the pressure side of the pump read between 7,000 and 7,500 psi, and hydraulic oil leaked out of the relief valves on the no. 2 and no. 3 bottle jacks (see appendix a - accident diagram).  the contractors shut down the pump and determined that the pump’s return valves were closed.  the contractors opened the return valves and restarted the pump.  oil stopped leaking out of the relief valves on the no. 2 and no. 3 bottle jacks, and the bottle jack rams began to raise.  the valves were turned off to hold the bottle jacks in place once the two bottle jacks touched the bottom of the shovel.  no. 1 and 4 jacks did not raise.a loose fitting on the return line was found on the no. 1 bottle jack. the fitting was tightened and the no. 1 bottle jack ram raised up when the pump was turned on.  once the ram contacted the bottom of the shovel, the valves for the no. 1 bottle jack were closed to hold the bottle jack in position. the no. 4 bottle jack still was not working. the pump was shut off and begay and rivers inspected the no. 4 bottle jack for leaks but found none. begay and rivers were in the immediate vicinity of the no. 4 bottle jack when the pump was restarted.  jarrett stated that the bottle jack ram did not rise, and the pump gauge read approximately 9,000 psi.  after approximately two to three seconds, the relief valve ejected out of the no. 4 bottle jack cylinder, striking rivers in the left abdomen. oil from the bottle jack sprayed onto begay, who turned to see rivers kneeling down facing away from begay, and holding his left ear and left side.  begay pulled rivers out from under the shovel, and ordered a mayday call for broadcast over the mine’s radio system. begay and jarrett attended to rivers until trained emergency medical technicians (emt) from the mine arrived at the accident scene.  tyrone mine employee henry monroe, truck driver/emt, arrived at the accident site and assessed rivers.  monroe was unable to find a pulse or detect any breathing.  monroe started cardiopulmonary resuscitation until the paramedics took over and transported him to gila regional medical center in silver city, new mexico, where he was pronounced dead at 11:32 a.m. by preston maxim, md. tyrone mine employee james cook, senior health and safety specialist, called the department of labor’s national contact center (dolncc) at 10:43 a.m. on march 6, 2019, and notified msha of the accident.  msha dispatched south central district enforcement employees lee cruise, mine safety and health inspector and robert seelke, supervisory mine safety and health inspector to the mine site to secure the scene.  upon arrival, msha issued an order under provisions of section 103(k) of the mine act to ensure the safety of the miners and began the investigation.msha’s accident investigation team, with the assistance of fred t. marshall, msha technical support mechanical engineer, conducted a physical examination of the accident scene, interviewed mine employees and contractors, and reviewed documents and work procedures relevant to the accident.  msha conducted the investigation with the assistance of mine management, miners and contractor employees.  see appendix b for persons participating in the investigation.the accident occurred at the shovel rebuild area in the valencia pit.  the contractors were preparing to rebuild the crawler tracks and install power stairs to access the shovel.  the rebuild project started on march 4, 2019, komatsu performed the major portions of the rebuild.the contractors positioned the bottle jacks under the shovel on march 5, 2019 and determined the pump used to pressure the bottle jack system did not work.  a replacement pump was brought to the site the following morning.on the day of the accident, rivers, begay, jarrett, and thygerson prepared to lift the shovel using the bottle jack system.  rivers and begay were standing near the bottle jacks while thygerson and jarrett were at the pump when the accident occurred.  begay estimated that rivers was approximately three feet from the no. 4 bottle jack and in direct line with the relief valve when it was ejected from the bottle jack.exponent, an independent laboratory, tested the bottle jack system.  fred t. marshall, msha technical support mechanical engineer, was present during the testing.  exponent determined that the damage patterns on the failed pressure relief valve show that physical damage to the valve had occurred prior to the accident, and not as a result of the accident.  the lack of any threads remaining on the valve body, the surface damage to the entire length and circumference of the unthreaded portion of the valve body, the lack of threads in the first portion of the cylinder port, and contact marks on the underside of the hex head all show that the pressure relief valve sustained an impact force, which drove it into the port, until portions of the hex head contacted the cylinder body.  aligning the contact marks on the underside of the pressure relief valve’s hex head with machining marks on the cylinder body shows the relative orientation of the face of the pressure relief valve prior to ejection from the cylinder port.  as a result of the physical damage, the relief valve had only an interference fit, like a cork, to hold it in the cylinder port instead of the integrity of a threaded connection.  when the work crew turned on the pump to raise the bottle jack, the pressure caused the damaged relief valve to eject out of the port.weatherthe weather at the time of the accident was clear, with a west wind of 26 mph, and a temperature of 72 degrees fahrenheit.  investigators did not consider the weather to be a factor in the accident.equipment involved in the accidentthe bottle jack involved in the accident was an enerpac rr-series model rr-50024, a double-acting cylinder with a nominal stroke of 24 inches and a rated lift capacity of 500 tons.  the bottle jacks were hydraulically powered by an electrically operated hydraulic power unit, catalog number su10132 model a, serial number 351312, in both directions, i.e., to extend and retract the bottle jacks or to both raise and lower the bottle jack, respectively.  product information supplied by one of the contractor’s representatives shows that the hydraulic power unit had an adjustable hydraulic output pressure setting of 1,000 to 10,000 psi and that the two-way bottle jack’s maximum operating pressure was 10,000 psi.there is a pressure relief valve inserted directly into the retract side of the cylinder on the bottle jack using a threaded connection.  the relief valve has a relief setting of 11,000 – 11,500 psi and when this is exceeded the relief valve vents hydraulic fluid to the atmosphere.  because the jack is double acting, the relief valve can vent hydraulic fluid to the atmosphere when the jack is not under load with a supply pressure as low as 6,125 – 6,400 psi.the operator generally raises the bottle jack by depressing a three-position switch on a hand control (pendant).  a hydraulic valve electrically controlled by the pendant then directs pump pressure and flow to the base side (bottom side) of the bottle jack’s piston to extend the cylinder rod.  the upward movement of the piston forces the hydraulic oil on the rod side (top side) of the piston out of the top of the bottle jack.  when raising the bottle jack, a larger amount of oil is going into the bottle jack than that coming out of the bottle jack.  the operator releases the pendant switch to stop raising the bottle jack.  to lower the bottle jack, the operator depresses the three-position switch in the opposite direction.  the bottle jack lowers by directing hydraulic pressure and flow in the opposite direction of that for raising it.  in addition, the speed of the bottle jack can be slowed by using manually controlled needle valves to restrict flow to, or from, the bottle jack. the bottle jack and pump assembly included an electrically driven two-stage hydraulic pump with a preset safety relief valve. the pressure relief valve in the retract side of the bottle jack was the component that mechanically failed and was ejected from a threaded port of the bottle jack.
/data-reports/fatality-reports/2019/january-14-2019-fatality|https://www.msha.gov/data-reports/fatality-reports/2019/january-14-2019-fatality|Powered Haulage|Toms Fork Mine, Bell County, KY|Coal|Jack Stump; Micheal Runyon|Coal (Bituminous)|2019-01-14T11:20:00-05:00|KY|Kentucky|on monday, january 14, 2019, at approximately 5:00 a.m., the day shift coal production crew traveled to the 001 mmu to begin their shift.  production began on the right side of the mmu in the no. 6 entry and normal mining operations continued from right to left.  the feeder was located in the no. 4 belt entry.   at approximately 8:45 a.m., jeffery n. slone (victim) and william mckamey, two contract survey crew members, arrived at the mine.  they met with jack stump, owner/operator, to arrange transportation to the mmu.  after arriving on the mmu at 9:15 a.m., they met with h. randall hensley, section foreman, to get details about where to begin setting survey stations, mapping, and taking mining height measurements.  at this time, the continuous mining machine was loading in the no. 3 entry, so the survey crew began in the no. 6 entry and they planned to work toward the no. 4 entry.after lunch, richard lane, shuttle car operator, began operating the no. 4 shuttle car and james barnett, roof bolter, began operating the no. 2 shuttle car.  lane drove his shuttle car to the continuous mining machine which was in the left crosscut off the no. 2 entry (see appendix a).mckamey set the survey instrument in the no. 4 entry and slone went to the no. 3 entry to take entry height measurements.  slone walked to the front of the no. 2 shuttle car, took a mining height measurement, and then walked 20 feet outby in the no. 3 entry to continue taking measurements. after being loaded with coal, lane drove his shuttle car toward the feeder.  at approximately 11:10 a.m., lane turned into the no. 3 entry and traveled about 10 feet past the inby corner of the pillar and stopped.  lane saw that his shuttle car’s trailing cable was caught around the service jack of barnett’s shuttle car.  lane and barnett exited their shuttle cars and freed the cable.  lane continued to the left side of the feeder and barnett traveled to the continuous mining machine. after dumping the load into the feeder, lane noticed that an electrical cable attached to the mine roof over the feeder was down.  he exited his shuttle car and reattached the cable.  when he turned around to get back into his shuttle car, he saw slone lying in the no. 3 entry intersection, adjacent to the feeder.  lane went to slone and found slone had been run over by lane’s shuttle car.  lane then ran and alerted barnett of the accident.at approximately 11:15 a.m., lane went to the mine phone adjacent to the feeder and called michael runyon, owner/operator, and told him that a miner was seriously injured.  next, lane went to the mmu first aid supplies to retrieve a blanket and a stretcher.  barnett ran and notified mckamey, hensley, and the other miners of the accident.  hensley went to the accident scene and realized there was nothing that could be done.  he instructed the miners to walk to the surface. mckamey came to the accident scene.  lane arrived with a blanket and they covered slone.  at approximately 11:20 a.m., lane called outside and told runyon the victim’s identity and that he was deceased.  mckamey and lane walked to the surface.runyon informed stump of the accident then called emergency services.  stump called mine safety and health administration (msha), district 7, kentucky division of mine safety (kdms), and the department of labor (dol) national contact center. msha and kdms personnel arrived at the mine, and traveled to the accident scene with company personnel.  slone was placed on a personnel carrier and transported to the surface.  at 11:49 a.m., the bell county ambulance service arrived at the mine.  when they arrived, slone was placed into the ambulance.  jason steele, bell county coroner, arrived shortly after 12:30 p.m., and pronounced slone dead at 12:35 p.m. 
